variant	month	n_days	n_buy_fills	n_sell_fills	mean_r	mae_med	win_rate	turnover	deployed	gross	net	cost	turnover_x	cost_share
trail_from1000	202608	127	133	133	0.0078	-0.5939	0.4803	273640605.0000	260987747.2907	769620.0000	138591.9255	631028.0745	1.0485	0.8199
trail_from1000	202609	243	255	255	-0.0388	-0.6936	0.3992	531526030.0000	506667478.7235	50030.0000	-1172587.4335	1222617.4335	1.0491	24.4377
trail_from1030	202509	135	135	135	-0.0956	-0.7533	0.2519	282794445.0000	282836864.1668	-970675.0000	-1619015.2723	648340.2723	0.9999	0.6679
trail_from1030	202510	223	228	228	-0.0630	-0.5464	0.3274	482482052.0000	471990507.9580	-678217.0000	-1786467.5530	1108250.5530	1.0222	1.6341
trail_from1030	202511	371	398	398	-0.0553	-0.6532	0.3315	834799034.0000	778914881.7093	-641404.0000	-2560062.7596	1918658.7596	1.0717	2.9913
trail_from1030	202512	399	405	405	-0.0723	-0.5803	0.2782	847245788.0000	834998468.9857	-1648408.0000	-3593529.2352	1945121.2352	1.0147	1.1800
trail_from1030	202601	323	342	342	-0.0087	-0.5386	0.4241	715284469.0000	676150226.3228	1316361.0000	-331623.4548	1647984.4548	1.0579	1.2519
trail_from1030	202602	243	261	261	-0.0332	-0.6141	0.4156	540894470.0000	504822682.0455	243520.0000	-1001060.8490	1244580.8490	1.0715	5.1108
trail_from1030	202603	314	339	339	-0.1027	-1.1582	0.3917	701399649.0000	650835504.6841	-2377754.0000	-3985861.0216	1608107.0216	1.0777	0.6763
trail_from1030	202604	189	199	199	-0.0274	-0.6289	0.3968	413645760.0000	393123734.7163	328720.0000	-623371.9960	952091.9960	1.0522	2.8964
trail_from1030	202605	265	285	285	-0.0380	-0.8615	0.4000	586891205.0000	546153915.8008	130345.0000	-1219785.0133	1350130.0133	1.0746	10.3581
trail_from1030	202606	179	201	201	-0.0982	-1.4286	0.3575	410043440.0000	367381468.9555	-1243080.0000	-2183507.2900	940427.2900	1.1161	0.7565
trail_from1030	202607	82	87	87	-0.1582	-1.4115	0.2561	181616930.0000	171353029.0995	-1201645.0000	-1616780.4022	415135.4022	1.0599	0.3455
trail_from1030	202608	126	132	132	-0.0069	-0.5543	0.4921	271290620.0000	258609575.6185	550850.0000	-74302.7535	625152.7535	1.0490	1.1349
trail_from1030	202609	243	257	257	-0.0377	-0.5944	0.4033	536515340.0000	506942679.9975	107300.0000	-1126915.9770	1234215.9770	1.0583	11.5025
trail_from1100	202509	135	137	137	-0.0662	-0.5085	0.3111	286651746.0000	282510416.2069	-452576.0000	-1110901.9774	658325.9774	1.0147	1.4546
